City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Mwinilunga,ZM,2022-02-03 04:22:09,-11.7358,24.4293,59.56,97,100,3.02
278,Huarmey,PE,2022-02-03 04:22:09,-10.0681,-78.1522,71.06,81,97,10.04
279,Hofn,IS,2022-02-03 04:23:10,64.2539,-15.2082,30.99,62,100,13.65
280,Vardo,NO,2022-02-03 04:23:10,70.3705,31.1107,29.59,56,100,17.96
281,Viedma,AR,2022-02-03 04:23:10,-40.8135,-62.9967,71.38,43,38,6.35
282,Zhangjiakou,CN,2022-02-03 04:23:11,40.81,114.8794,17.64,43,15,7.43
283,Muyezerskiy,RU,2022-02-03 04:23:11,63.9333,31.65,-3.55,100,96,2.68
284,Hasaki,JP,2022-02-03 04:23:12,35.7333,140.8333,53.89,37,100,6.96
285,Vila Franca Do Campo,PT,2022-02-03 04:23:12,37.7167,-25.4333,60.19,76,62,8.99
286,Caravelas,BR,2022-02-03 04:23:12,-17.7125,-39.2481,75.02,91,17,3.38
287,Garden City,US,2022-02-03 04:21:12,42.3256,-83.331,25.48,91,100,10.36
288,Havre-Saint-Pierre,CA,2022-02-03 04:23:13,50.2334,-63.5986,28.99,93,100,11.5
289,Kabalo,CD,2022-02-03 04:23:13,-6.05,26.9167,68.56,96,100,2.13
290,Aswan,EG,2022-02-03 04:23:14,24.0934,32.907,55.85,36,0,5.86
291,Hidalgo,MX,2022-02-03 04:23:14,20.5,-99.0,63.97,53,50,2.28
292,Palmer,US,2022-02-03 04:23:14,42.1584,-72.3287,39.85,82,100,0.0
293,Oeiras,BR,2022-02-03 04:23:15,-7.0253,-42.1311,73.65,63,38,0.63
294,Shinpokh,PK,2022-02-03 04:23:15,34.3292,71.1782,45.81,39,30,5.14
295,Kruisfontein,ZA,2022-02-03 04:23:15,-34.0033,24.7314,68.88,83,100,8.57
296,Ugoofaaru,MV,2022-02-03 04:23:16,5.6667,73.0,80.73,72,17,6.33
297,Necochea,AR,2022-02-03 04:23:16,-38.5473,-58.7368,66.04,74,81,10.45
298,San Andres,CO,2022-02-03 04:19:16,12.5847,-81.7006,80.62,78,20,10.36
299,Atambua,ID,2022-02-03 04:23:16,-9.1061,124.8925,80.64,72,80,9.1
300,Klaksvik,FO,2022-02-03 04:23:17,62.2266,-6.589,36.52,98,100,11.83
301,Sorong,ID,2022-02-03 04:23:17,-0.8833,131.25,83.28,69,100,5.28
302,Esperance,AU,2022-02-03 04:23:18,-33.8667,121.9,82.24,47,8,16.87
303,Singkang,MY,2022-02-03 04:23:18,2.1006,102.7994,85.89,53,29,3.91
304,Itarema,BR,2022-02-03 04:23:18,-2.9248,-39.9167,78.75,80,100,9.89
305,Rio Novo Do Sul,BR,2022-02-03 04:23:20,-20.8625,-40.9364,72.95,96,100,2.51
306,Novhorodka,UA,2022-02-03 04:23:20,48.3651,32.6578,27.57,94,100,4.61
307,Moree,AU,2022-02-03 04:23:21,-29.4667,149.85,78.82,65,75,14.97
308,Kysyl-Syr,RU,2022-02-03 04:23:21,63.8986,122.7617,-11.74,94,100,5.06
309,Bethel,US,2022-02-03 04:23:22,41.3712,-73.414,39.31,90,100,5.75
310,Rzhyshchiv,UA,2022-02-03 04:23:23,49.9689,31.0463,34.18,94,84,5.88
311,Taloqan,AF,2022-02-03 04:23:23,36.7361,69.5345,39.52,81,98,0.63
312,Matamoros,MX,2022-02-03 04:20:00,25.5333,-103.25,69.91,17,75,12.66
313,Umm Kaddadah,SD,2022-02-03 04:23:24,13.6017,26.6876,65.48,22,43,7.76
314,Ayan,RU,2022-02-03 04:23:24,56.45,138.1667,-1.07,65,100,16.04
315,Batouri,CM,2022-02-03 04:23:24,4.4333,14.3667,67.1,38,32,2.28
316,Jackson,US,2022-02-03 04:23:25,42.4165,-122.8345,39.07,78,0,5.75
317,Hervey Bay,AU,2022-02-03 04:23:26,-25.2986,152.8535,87.04,75,98,10.0
318,Yelizovo,RU,2022-02-03 04:23:26,53.1873,158.3805,33.94,55,75,11.01
319,Myrtle Beach,US,2022-02-03 04:23:27,33.6891,-78.8867,54.03,89,100,8.05
320,Westport,US,2022-02-03 04:23:01,41.1415,-73.3579,40.55,96,100,1.01
321,Aktyubinskiy,RU,2022-02-03 04:23:27,54.8137,52.8056,27.01,96,100,15.52
322,America Dourada,BR,2022-02-03 04:23:27,-11.4553,-41.4361,68.4,73,0,5.75
323,Urmary,RU,2022-02-03 04:23:28,55.6789,47.944,17.58,97,100,2.86
324,Karratha,AU,2022-02-03 04:23:28,-20.7377,116.8463,91.17,47,70,12.24
325,Qasigiannguit,GL,2022-02-03 04:23:28,68.8193,-51.1922,-0.15,66,100,10.11
326,Weiser,US,2022-02-03 04:24:29,44.251,-116.9693,30.47,75,99,2.86
327,Moroni,KM,2022-02-03 04:24:29,-11.7022,43.2551,78.8,83,20,5.75
328,Turbat,PK,2022-02-03 04:24:30,26.0023,63.044,63.45,15,1,27.36
329,Finnsnes,NO,2022-02-03 04:24:30,69.2296,17.9811,15.76,95,97,5.93
330,Ucluelet,CA,2022-02-03 04:24:31,48.9329,-125.5528,43.09,92,100,4.68
331,Chagoda,RU,2022-02-03 04:24:31,59.164,35.3285,10.53,98,99,2.46
332,Dhari,IN,2022-02-03 04:24:31,21.3333,71.0167,71.87,63,34,11.01
333,College,US,2022-02-03 04:21:55,64.8569,-147.8028,-23.01,68,40,0.0
334,Nara,JP,2022-02-03 04:24:32,34.6851,135.8049,47.97,41,100,9.19
335,Pacific Grove,US,2022-02-03 04:20:00,36.6177,-121.9166,54.57,43,0,3.0
336,Shimoda,JP,2022-02-03 04:24:32,34.6667,138.95,52.16,49,92,24.72
337,Oranjemund,NA,2022-02-03 04:24:33,-28.55,16.4333,67.48,83,100,1.81
338,Tura,IN,2022-02-03 04:24:33,25.5198,90.2201,69.15,37,63,2.33
339,La Macarena,CO,2022-02-03 04:24:33,2.1837,-73.7849,74.91,52,79,2.08
340,Mayumba,GA,2022-02-03 04:24:34,-3.432,10.6554,76.73,87,100,4.38
341,Camopi,GF,2022-02-03 04:24:34,3.1655,-52.3158,71.51,100,100,1.54
342,Biak,ID,2022-02-03 04:24:34,-0.9131,122.8766,84.94,60,99,1.28
343,Honiara,SB,2022-02-03 04:24:35,-9.4333,159.95,81.18,84,100,7.78
344,Nizhniy Odes,RU,2022-02-03 04:24:35,63.6445,54.856,21.72,96,100,6.2
345,Saldanha,ZA,2022-02-03 04:24:35,-33.0117,17.9442,60.85,91,0,8.01
346,Evensk,RU,2022-02-03 04:24:35,61.95,159.2333,21.11,41,9,22.32
347,Vazhiny,RU,2022-02-03 04:24:36,60.9644,34.0222,-10.01,100,100,0.81
348,Boden,SE,2022-02-03 04:24:36,65.8252,21.6886,6.8,98,99,3.56
349,Talcahuano,CL,2022-02-03 04:24:37,-36.7167,-73.1167,60.48,77,100,4.61
350,Ribeira Grande,PT,2022-02-03 04:24:37,38.5167,-28.7,58.93,70,16,3.27
351,Drayton Valley,CA,2022-02-03 04:24:37,53.2168,-114.9854,-1.08,95,100,1.07
352,Portland,US,2022-02-03 04:21:06,45.5234,-122.6762,45.63,95,100,1.01
353,Sinnamary,GF,2022-02-03 04:24:38,5.3833,-52.95,77.58,83,100,11.05
354,Tadine,NC,2022-02-03 04:24:38,-21.55,167.8833,82.53,74,97,11.5
355,Znamenskoye,RU,2022-02-03 04:24:38,57.1281,73.8282,15.42,97,99,5.84
356,Marawi,PH,2022-02-03 04:24:39,7.9986,124.2928,72.64,55,100,4.59
357,Okha,RU,2022-02-03 04:24:39,53.5739,142.9478,5.52,91,100,25.26
358,Naze,JP,2022-02-03 04:22:20,28.3667,129.4833,54.52,87,100,19.1
359,Santa Marta,CO,2022-02-03 04:24:40,11.2408,-74.199,82.45,61,20,6.91
360,Acarau,BR,2022-02-03 04:24:40,-2.8856,-40.12,78.49,82,100,10.13
361,Mecca,SA,2022-02-03 04:24:40,21.4267,39.8261,67.66,75,0,2.35
362,Tondano,ID,2022-02-03 04:24:41,1.3038,124.9112,69.89,82,99,3.47
363,Adrar,MR,2022-02-03 04:24:41,20.5022,-10.0711,62.47,17,0,11.14
364,Raudeberg,NO,2022-02-03 04:24:41,61.9875,5.1352,35.87,74,100,3.0
365,Tual,ID,2022-02-03 04:24:42,-5.6667,132.75,82.02,77,96,10.76
366,Ponta Do Sol,PT,2022-02-03 04:24:42,32.6667,-17.1,67.71,72,99,9.69
367,Northam,GB,2022-02-03 04:24:43,51.0333,-4.2167,46.02,97,100,8.86
368,Yaan,NG,2022-02-03 04:24:43,7.3833,8.5667,74.44,48,20,4.16
369,Baarn,NL,2022-02-03 04:24:43,52.2117,5.2875,47.98,92,100,4.0
370,Ostrovnoy,RU,2022-02-03 04:21:11,68.0531,39.5131,20.1,90,100,14.45
371,Abu Road,IN,2022-02-03 04:25:44,24.4833,72.7833,66.42,53,0,3.69
372,Nosy Varika,MG,2022-02-03 04:25:44,-20.5833,48.5333,74.84,79,52,13.87
373,San Carlos,VE,2022-02-03 04:25:44,9.6612,-68.5827,80.13,61,92,3.04
374,Lompoc,US,2022-02-03 04:25:45,34.6391,-120.4579,54.79,48,0,3.44
375,Tarnobrzeg,PL,2022-02-03 04:25:46,50.573,21.6794,34.41,82,89,9.73
376,Varniai,LT,2022-02-03 04:25:46,55.7406,22.3644,19.09,97,47,3.96
377,Turan,VN,2022-02-03 04:25:46,16.0678,108.2208,75.18,69,75,9.22
378,Bajil,YE,2022-02-03 04:25:47,15.0584,43.2851,75.33,83,100,1.28
379,Melfort,CA,2022-02-03 04:25:47,52.8667,-104.6177,-27.27,68,5,9.22
380,Paamiut,GL,2022-02-03 04:25:47,61.994,-49.6678,22.91,76,100,21.63
381,Hirtshals,DK,2022-02-03 04:25:48,57.5881,9.9592,39.02,87,100,10.78
382,Anloga,GH,2022-02-03 04:25:48,5.7947,0.8973,79.93,80,27,10.92
383,La Palma,US,2022-02-03 04:22:01,33.8464,-118.0467,61.41,16,0,5.01
384,Salalah,OM,2022-02-03 04:25:48,17.0151,54.0924,77.09,27,0,2.3
385,Cap Malheureux,MU,2022-02-03 04:25:49,-19.9842,57.6142,81.09,91,100,17.0
386,Bereda,ES,2022-02-03 04:25:49,43.2686,-7.5406,46.15,97,98,1.39
387,Grand Gaube,MU,2022-02-03 04:25:49,-20.0064,57.6608,81.0,91,100,17.0
388,Moshenskoye,RU,2022-02-03 04:25:50,58.5102,34.5911,3.85,100,98,0.43
389,Sabzevar,IR,2022-02-03 04:25:50,36.2126,57.6819,27.68,80,0,6.91
390,Hernani,ES,2022-02-03 04:25:50,43.2662,-1.9762,46.0,83,0,1.01
391,Nyurba,RU,2022-02-03 04:25:51,63.2842,118.3319,-19.89,98,98,3.0
392,Sur,OM,2022-02-03 04:25:51,22.5667,59.5289,71.91,46,0,18.43
393,Kahului,US,2022-02-03 04:25:52,20.8947,-156.47,78.06,73,40,4.61
394,Toora-Khem,RU,2022-02-03 04:21:19,52.4675,96.11,-7.22,97,100,1.66
395,Mao,ES,2022-02-03 04:25:52,39.8885,4.2658,48.76,93,0,4.61
396,Kavaratti,IN,2022-02-03 04:25:52,10.5669,72.642,79.93,70,12,8.08
397,Ardakan,IR,2022-02-03 04:25:53,32.31,54.0175,43.18,40,0,2.86
398,Nhulunbuy,AU,2022-02-03 04:25:53,-12.2333,136.7667,88.41,70,75,12.66
399,Wajid,SO,2022-02-03 04:25:54,3.8093,43.2471,73.6,70,100,21.25
400,Pierre,US,2022-02-03 04:25:54,44.3683,-100.351,3.85,67,20,3.44
401,Tilichiki,RU,2022-02-03 04:25:55,60.4667,166.1,6.37,80,93,10.33
402,Manokwari,ID,2022-02-03 04:25:55,-0.8667,134.0833,81.14,75,86,6.44
403,Saint-Pierre,RE,2022-02-03 04:25:56,-21.3393,55.4781,83.88,51,100,31.07
404,Birin,NP,2022-02-03 04:25:56,26.8865,88.0718,51.57,54,8,4.63
405,Ballitoville,ZA,2022-02-03 04:25:56,-29.539,31.2144,78.17,88,1,1.14
406,Batagay,RU,2022-02-03 04:25:57,67.6333,134.6333,-26.27,97,99,0.63
407,Torrington,US,2022-02-03 04:25:57,41.8007,-73.1212,39.72,95,100,3.2
408,Saint-Leu,RE,2022-02-03 04:25:57,-21.15,55.2833,83.26,91,100,15.52
409,Bartica,GY,2022-02-03 04:25:58,6.4,-58.6167,75.52,95,4,1.14
410,Rio Gallegos,AR,2022-02-03 04:24:27,-51.6226,-69.2181,42.85,87,20,1.14
411,Whitianga,NZ,2022-02-03 04:26:58,-36.8333,175.7,71.98,69,98,8.79
412,Celestun,MX,2022-02-03 04:26:59,20.8667,-90.4,78.78,65,0,15.12
413,Aktash,RU,2022-02-03 04:26:59,50.3,87.7333,-6.5,94,74,4.21
414,Santa Cruz Del Sur,CU,2022-02-03 04:26:59,20.7147,-77.9956,73.35,82,1,16.37
415,Muli,MV,2022-02-03 04:27:00,2.9167,73.5667,82.17,69,7,8.66
416,Kingman,US,2022-02-03 04:27:00,35.1894,-114.053,38.68,12,0,7.0
417,Adancata,RO,2022-02-03 04:27:01,47.7333,26.3,35.78,76,0,14.97
418,Bjornevatn,NO,2022-02-03 04:27:02,69.6672,29.9847,7.14,92,100,2.3
419,Alyangula,AU,2022-02-03 04:27:03,-13.8483,136.4192,89.47,62,100,9.22
420,Bathsheba,BB,2022-02-03 04:27:04,13.2167,-59.5167,77.61,73,20,18.41
421,Bairiki,KI,2022-02-03 04:27:04,1.3292,172.9752,86.0,79,20,6.91
422,Lannion,FR,2022-02-03 04:27:05,48.75,-3.4167,43.41,99,100,5.75
423,Flinders,AU,2022-02-03 04:27:05,-34.5833,150.8552,75.79,58,62,11.01
424,Rawson,AR,2022-02-03 04:27:05,-43.3002,-65.1023,67.48,54,72,4.21
425,Tpig,RU,2022-02-03 04:27:06,41.7801,47.589,33.93,34,43,9.35
426,Vathi,GR,2022-02-03 04:27:06,38.4,23.6,47.71,78,75,8.05
427,Thinadhoo,MV,2022-02-03 04:26:49,0.5333,72.9333,82.18,71,5,7.45
428,Requena,ES,2022-02-03 04:27:07,39.4883,-1.1004,45.72,46,26,5.93
429,Moerai,PF,2022-02-03 04:27:07,-22.4333,-151.3333,80.04,76,100,15.26
430,Monterey,US,2022-02-03 04:27:07,36.2505,-121.2516,48.09,34,0,5.23
431,Hailar,CN,2022-02-03 04:27:08,49.2,119.7,-9.69,89,39,4.34
432,Bonavista,CA,2022-02-03 04:27:10,48.6499,-53.1147,27.12,70,33,21.27
433,Upata,VE,2022-02-03 04:27:11,8.0086,-62.3989,74.19,88,24,6.73
434,Narsaq,GL,2022-02-03 04:27:11,60.9167,-46.05,12.42,60,100,15.28
435,Meadow Lake,US,2022-02-03 04:27:11,34.8014,-106.5436,20.61,91,100,14.41
436,Vanimo,PG,2022-02-03 04:27:12,-2.6741,141.3028,82.36,74,77,5.37
437,Robertsport,LR,2022-02-03 04:27:12,6.7533,-11.3686,75.83,92,17,6.71
438,Muros,ES,2022-02-03 04:27:13,42.7762,-9.0603,53.24,91,100,7.65
439,Chemax,MX,2022-02-03 04:27:13,20.65,-87.9333,70.2,99,8,3.33
440,Puri,IN,2022-02-03 04:27:13,19.8,85.85,77.52,63,22,11.97
441,Stavern,NO,2022-02-03 04:27:14,59.0,10.0333,30.18,91,100,6.73
442,Douentza,ML,2022-02-03 04:27:14,14.9951,-2.9517,60.76,16,0,3.15
443,Mangrol,IN,2022-02-03 04:27:15,21.1167,70.1167,75.02,64,32,13.2
444,Vaitape,PF,2022-02-03 04:27:15,-16.5167,-151.75,81.41,77,16,19.62
445,Lorengau,PG,2022-02-03 04:27:15,-2.0226,147.2712,78.98,81,100,4.14
446,Saquarema,BR,2022-02-03 04:27:16,-22.92,-42.5103,73.51,91,99,1.86
447,Flin Flon,CA,2022-02-03 04:27:16,54.7682,-101.865,-21.86,100,13,5.61
448,Hobyo,SO,2022-02-03 04:27:16,5.3505,48.5268,77.97,71,100,16.82
449,Churapcha,RU,2022-02-03 04:27:17,62.0025,132.4325,-21.78,90,100,3.51
450,Chernyshevskiy,RU,2022-02-03 04:27:17,63.0128,112.4714,-10.35,94,94,2.01
451,Tomohon,ID,2022-02-03 04:27:18,1.3346,124.8392,68.94,85,99,3.69
452,Dvorichna,UA,2022-02-03 04:27:18,49.8496,37.6857,32.92,99,100,2.35
453,San Quintin,MX,2022-02-03 04:27:18,30.4833,-115.95,57.38,56,0,3.29
454,Beringovskiy,RU,2022-02-03 04:27:19,63.05,179.3167,9.14,74,100,22.46
455,Tateyama,JP,2022-02-03 04:27:19,34.9833,139.8667,52.14,48,99,8.59
456,Guantanamo,CU,2022-02-03 04:27:19,20.1444,-75.2092,72.97,86,44,3.89
457,Batamshinskiy,KZ,2022-02-03 04:27:20,50.5594,58.2747,3.18,87,94,9.89
458,Puerto Del Rosario,ES,2022-02-03 04:28:20,28.5004,-13.8627,69.48,56,100,4.61
459,Ouro Fino,BR,2022-02-03 04:28:20,-22.2831,-46.3692,64.24,98,100,3.51
460,Sandviken,SE,2022-02-03 04:23:52,60.6167,16.7667,21.43,83,77,2.68
461,Malanje,AO,2022-02-03 04:28:21,-9.5402,16.341,60.78,91,90,3.78
462,Omboue,GA,2022-02-03 04:28:21,-1.5746,9.2618,77.43,85,100,5.28
463,San Patricio,US,2022-02-03 04:24:37,28.017,-97.5169,71.69,84,100,4.25
464,Carutapera,BR,2022-02-03 04:28:22,-1.195,-46.02,76.86,90,100,7.27
465,Louisville,US,2022-02-03 04:26:50,38.2542,-85.7594,49.75,92,100,5.01
466,Samarai,PG,2022-02-03 04:28:22,-10.6167,150.6667,85.06,68,100,10.18
467,Laguna,US,2022-02-03 04:28:22,38.421,-121.4238,52.93,48,0,1.99
468,Ocampo,MX,2022-02-03 04:28:23,21.65,-101.5,53.69,35,0,7.49
469,Lensk,RU,2022-02-03 04:28:23,60.7253,114.9278,-5.55,93,93,6.55
470,Mitsamiouli,KM,2022-02-03 04:28:23,-11.3847,43.2844,79.09,83,20,5.75
471,Grindavik,IS,2022-02-03 04:28:24,63.8424,-22.4338,27.07,86,75,5.75
472,Mogapi,BW,2022-02-03 04:28:24,-22.323,27.8349,70.0,67,24,4.97
473,Prince Rupert,CA,2022-02-03 04:28:25,54.3161,-130.3201,39.29,100,100,3.44
474,San Policarpo,PH,2022-02-03 04:28:26,12.1791,125.5072,81.3,81,85,12.55
475,Rabo De Peixe,PT,2022-02-03 04:28:26,37.8,-25.5833,59.27,95,20,8.05
476,Milton,US,2022-02-03 04:27:26,34.1322,-84.3007,48.2,92,100,4.0
477,Anderson,US,2022-02-03 04:28:27,34.5334,-82.6499,47.39,78,100,3.0
478,Lahij,YE,2022-02-03 04:28:27,13.1667,44.5833,70.41,80,99,7.25
479,Ngunguru,NZ,2022-02-03 04:28:27,-35.6167,174.5,75.16,78,86,12.97
480,Matara,LK,2022-02-03 04:28:28,5.9485,80.5353,82.42,61,8,4.14
481,Misratah,LY,2022-02-03 04:28:28,32.3754,15.0925,58.44,70,48,23.33
482,Bhikangaon,IN,2022-02-03 04:28:28,21.8667,75.95,73.58,34,2,9.08
483,Camacha,PT,2022-02-03 04:28:29,33.0833,-16.3333,62.53,88,40,6.91
484,Weilmunster,DE,2022-02-03 04:28:29,50.4333,8.3667,45.66,97,100,5.59
485,Buncrana,IE,2022-02-03 04:28:30,55.1333,-7.45,48.88,85,98,14.7
486,Polunochnoye,RU,2022-02-03 04:28:30,60.8697,60.4153,4.91,98,100,2.62
487,Trinidad,BO,2022-02-03 04:28:30,-14.8333,-64.9,73.0,98,32,3.65
488,Korla,CN,2022-02-03 04:28:30,41.7597,86.1469,27.28,43,54,5.7
489,Jingcheng,CN,2022-02-03 04:28:31,32.0142,120.2625,49.01,50,54,7.07
490,Acapulco,MX,2022-02-03 04:28:31,16.8634,-99.8901,76.82,73,20,5.75
491,Panguna,PG,2022-02-03 04:28:31,-6.3164,155.4848,71.11,96,100,2.73
492,Saint-Francois,FR,2022-02-03 04:28:32,46.4154,3.9054,40.41,99,100,5.75
493,Yhu,PY,2022-02-03 04:28:32,-25.05,-55.9167,77.36,68,29,8.41
494,Katangli,RU,2022-02-03 04:28:32,51.7102,143.2326,6.04,93,100,22.41
495,Paramonga,PE,2022-02-03 04:28:33,-10.6667,-77.8333,70.29,83,32,8.16
496,Shiraz,IR,2022-02-03 04:28:33,29.6036,52.5388,33.24,80,0,0.0
497,Coihaique,CL,2022-02-03 04:28:33,-45.5752,-72.0662,57.15,82,20,4.61
498,Harper,LR,2022-02-03 04:28:35,4.375,-7.7169,77.68,81,7,0.25
499,Vieques,PR,2022-02-03 04:28:35,18.425,-65.8329,77.04,88,75,3.44
500,Vorokhta,UA,2022-02-03 04:28:35,48.2869,24.5719,14.88,98,99,3.15
501,Mlowo,TZ,2022-02-03 04:28:36,-9.0,32.9833,59.34,95,100,2.71
502,Kayes,ML,2022-02-03 04:28:36,14.0,-11.0,74.03,15,77,7.29
503,Zaozerne,UA,2022-02-03 04:28:37,45.1582,33.2787,39.94,95,100,12.75
504,Eyl,SO,2022-02-03 04:29:37,7.9803,49.8164,72.28,78,14,16.2
505,Puerto Baquerizo Moreno,EC,2022-02-03 04:29:37,-0.9,-89.6,73.98,86,0,8.23
506,Coquimbo,CL,2022-02-03 04:29:38,-29.9533,-71.3436,62.33,88,0,2.3
507,Port-Gentil,GA,2022-02-03 04:29:38,-0.7193,8.7815,80.4,77,100,11.07
508,Faxinal,BR,2022-02-03 04:29:38,-24.0003,-51.3194,64.85,98,49,3.29
509,Gizo,SB,2022-02-03 04:29:38,-8.103,156.8419,79.84,85,100,14.38
510,Le Port,RE,2022-02-03 04:29:39,-20.9373,55.2919,84.2,93,100,21.36
511,Ostersund,SE,2022-02-03 04:29:39,63.1792,14.6357,5.45,92,100,3.44
512,Bukavu,CD,2022-02-03 04:29:40,-2.5083,28.8608,62.58,93,100,0.81
513,Vanavara,RU,2022-02-03 04:29:40,60.34,102.2797,2.86,93,100,3.91
514,Ormara,PK,2022-02-03 04:28:23,25.2088,64.6357,65.73,28,5,25.1
515,Inhambane,MZ,2022-02-03 04:29:40,-23.865,35.3833,76.1,83,15,1.12
516,Cairns,AU,2022-02-03 04:26:39,-16.9167,145.7667,93.15,69,100,10.36
517,Hurricane,US,2022-02-03 04:29:41,37.1753,-113.2899,34.7,33,0,8.21
518,Hede,CN,2022-02-03 04:29:41,33.7681,120.2517,43.02,33,52,7.36
519,Razgrad,BG,2022-02-03 04:29:41,43.5333,26.5167,28.9,97,100,4.99
520,Teluknaga,ID,2022-02-03 04:29:42,-6.0989,106.6381,86.63,79,40,8.01
521,Yumen,CN,2022-02-03 04:29:42,40.2833,97.2,25.38,39,19,5.03
522,Kousseri,CM,2022-02-03 04:29:42,12.0769,15.0306,58.96,17,0,6.91
523,Chapayevka,UA,2022-02-03 04:29:43,47.4711,36.3451,33.53,100,100,4.12
524,Cuyo,PH,2022-02-03 04:29:43,10.8525,121.0086,80.47,80,0,16.49
525,Bahia Honda,CU,2022-02-03 04:29:43,22.9036,-83.1592,69.91,87,0,7.63
526,Tolaga Bay,NZ,2022-02-03 04:29:44,-38.3667,178.3,78.6,49,94,17.25
527,Moa,CU,2022-02-03 04:29:44,20.6569,-74.9403,74.89,84,77,13.8
528,Djambala,CG,2022-02-03 04:29:45,-2.5447,14.7533,68.38,94,100,2.64
529,Kerchevskiy,RU,2022-02-03 04:29:45,59.946,56.2884,21.13,94,100,8.23
530,Ranong,TH,2022-02-03 04:29:45,9.9658,98.6348,87.73,56,31,7.87
531,Balkanabat,TM,2022-02-03 04:29:46,39.5108,54.3671,50.23,30,4,8.57
532,Goderich,CA,2022-02-03 04:29:46,43.7501,-81.7165,25.12,93,100,13.8
533,Walvis Bay,NA,2022-02-03 04:29:46,-22.9575,14.5053,66.09,78,1,5.17
534,Yuncheng,CN,2022-02-03 04:29:36,35.0231,110.9928,41.41,42,8,4.45
535,Loudi,CN,2022-02-03 04:29:47,27.7344,111.9944,43.57,62,57,2.57
536,Ampanihy,MG,2022-02-03 04:29:47,-24.7,44.75,73.26,62,0,9.06
537,Nizwa,OM,2022-02-03 04:29:48,22.9333,57.5333,65.16,45,0,5.97
538,Sinazongwe,ZM,2022-02-03 04:29:48,-17.2614,27.4618,72.63,85,5,2.24
539,Hamilton,US,2022-02-03 04:29:49,39.1834,-84.5333,47.25,95,100,8.99
540,Ust-Kuyga,RU,2022-02-03 04:29:49,70.0167,135.6,-25.56,96,61,6.51
541,Saint Anthony,US,2022-02-03 04:29:49,45.0205,-93.218,0.25,65,0,3.0
542,Kanniyakumari,IN,2022-02-03 04:29:50,8.0833,77.5667,79.36,62,3,11.39
543,Khorixas,NA,2022-02-03 04:29:50,-20.3667,14.9667,63.25,59,1,4.63
544,Fortuna,US,2022-02-03 04:29:50,40.5982,-124.1573,48.92,85,100,1.01
545,Fasa,IR,2022-02-03 04:29:52,28.9383,53.6482,33.04,75,0,0.0
546,Pastavy,BY,2022-02-03 04:29:52,55.1168,26.8326,23.52,93,99,7.02
547,Gorin,RU,2022-02-03 04:29:52,51.1983,136.6669,4.44,85,99,2.08
548,Resen,MK,2022-02-03 04:29:52,41.0889,21.0122,23.95,86,20,6.24
549,Sechura,PE,2022-02-03 04:29:53,-5.5569,-80.8222,72.36,73,51,12.68
550,Voh,NC,2022-02-03 04:29:53,-20.9667,164.7,87.13,58,3,6.85
551,Buguruslan,RU,2022-02-03 04:29:53,53.6554,52.442,29.03,96,100,16.04
552,Batagay-Alyta,RU,2022-02-03 04:29:54,67.8006,130.4114,-20.29,95,69,2.66
553,Galveston,US,2022-02-03 04:30:54,29.3669,-94.9669,67.17,95,100,12.66
554,Seoul,KR,2022-02-03 04:30:55,37.5683,126.9778,34.56,33,0,9.22
555,Port Shepstone,ZA,2022-02-03 04:30:55,-30.7414,30.455,78.37,87,93,15.7
556,Baruun-Urt,MN,2022-02-03 04:30:56,46.6806,113.2792,1.78,72,15,6.31
557,Shubarshi,KZ,2022-02-03 04:30:57,48.5872,57.1869,18.05,89,77,10.49
